date,rate
2003-07-04,1.344
2003-07-07,1.3519
2003-07-08,1.3458
2003-07-09,1.344
2003-07-10,1.3427
2003-07-11,1.3419
2003-07-14,1.3455
2003-07-15,1.3444
2003-07-16,1.3482
2003-07-17,1.3498
2003-07-18,1.355
2003-07-21,1.3547
2003-07-22,1.353
2003-07-23,1.3555
2003-07-24,1.3511
2003-07-25,1.3493
2003-07-28,1.3477
2003-07-29,1.3517
2003-07-30,1.3566
2003-07-31,1.3538
2003-08-01,1.3469
2003-08-04,1.3322
2003-08-05,1.3281
2003-08-06,1.3272
2003-08-07,1.3256
2003-08-08,1.3358
2003-08-11,1.3436
2003-08-12,1.3446
2003-08-13,1.3397
2003-08-14,1.3413
2003-08-15,1.3376
2003-08-18,1.3375
2003-08-19,1.3394
2003-08-20,1.3465
2003-08-21,1.345
2003-08-22,1.3427
2003-08-25,1.3429
2003-08-26,1.3469
2003-08-27,1.3524
2003-08-28,1.3573
2003-08-29,1.3597
2003-09-01,1.3624
2003-09-02,1.3725
2003-09-03,1.3667
2003-09-04,1.3732
2003-09-05,1.3781
2003-09-08,1.3795
2003-09-09,1.3734
2003-09-10,1.3699
2003-09-11,1.3726
2003-09-12,1.3663
2003-09-15,1.3672
2003-09-16,1.3679
2003-09-17,1.362
2003-09-18,1.3745
2003-09-19,1.3724
2003-09-22,1.3763
2003-09-23,1.3753
2003-09-24,1.3767
2003-09-25,1.3708
2003-09-26,1.3745
2003-09-29,1.3755
2003-09-30,1.3686
2003-10-01,1.3667
2003-10-02,1.3662
2003-10-03,1.3629
2003-10-06,1.3553
2003-10-07,1.3485
2003-10-08,1.3483
2003-10-09,1.3509
2003-10-10,1.3518
2003-10-13,1.3527
2003-10-14,1.3496
2003-10-15,1.3542
2003-10-16,1.3511
2003-10-17,1.3473
2003-10-20,1.3553
2003-10-21,1.3558
2003-10-22,1.355
2003-10-23,1.3493
2003-10-24,1.3447
2003-10-27,1.3398
2003-10-28,1.3267
2003-10-29,1.3289
2003-10-30,1.3302
2003-10-31,1.3248
2003-11-03,1.3332
2003-11-04,1.3272
2003-11-05,1.329
2003-11-06,1.3306
2003-11-07,1.33
2003-11-10,1.3335
2003-11-11,1.3399
2003-11-12,1.3425
2003-11-13,1.3422
2003-11-14,1.338
2003-11-17,1.3383
2003-11-18,1.3519
2003-11-19,1.3449
2003-11-20,1.3515
2003-11-21,1.3484
2003-11-24,1.3463
2003-11-25,1.3436
2003-11-26,1.3461
2003-11-27,1.3471
2003-11-28,1.3414
2003-12-01,1.3268
2003-12-02,1.3243
2003-12-03,1.3279
2003-12-04,1.3328
2003-12-05,1.3356
2003-12-08,1.335
2003-12-09,1.338
2003-12-10,1.3396
2003-12-11,1.3355
2003-12-12,1.3378
2003-12-15,1.3353
2003-12-16,1.3422
2003-12-17,1.3408
2003-12-18,1.3309
2003-12-19,1.3393
2003-12-22,1.3421
2003-12-23,1.3388
2003-12-24,1.3425
2003-12-25,1.3512
2003-12-26,1.3529
2003-12-29,1.3515
2003-12-30,1.3546
2003-12-31,1.3632
2004-01-01,1.3623
2004-01-02,1.3686
2004-01-05,1.3582
2004-01-06,1.3476
2004-01-07,1.3536
2004-01-08,1.3588
2004-01-09,1.3625
2004-01-12,1.36
2004-01-13,1.3645
2004-01-14,1.3616
2004-01-15,1.3652
2004-01-16,1.3537
2004-01-19,1.3563
2004-01-20,1.3625
2004-01-21,1.3668
2004-01-22,1.3628
2004-01-23,1.3686
2004-01-26,1.3733
2004-01-27,1.3807
2004-01-28,1.3786
2004-01-29,1.385
2004-01-30,1.3912
2004-02-02,1.4024
2004-02-03,1.4111
2004-02-04,1.415
2004-02-05,1.4143
2004-02-06,1.4181
2004-02-09,1.4193
2004-02-10,1.4263
2004-02-11,1.4334
2004-02-12,1.4424
2004-02-13,1.4443
2004-02-16,1.4427
2004-02-17,1.4477
2004-02-18,1.4504
2004-02-19,1.4376
2004-02-20,1.441
2004-02-23,1.4465
2004-02-24,1.4482
2004-02-25,1.4529
2004-02-26,1.4625
2004-02-27,1.4554
2004-03-01,1.459
2004-03-02,1.4623
2004-03-03,1.4589
2004-03-04,1.4613
2004-03-05,1.462
2004-03-08,1.458
2004-03-09,1.4639
2004-03-10,1.4665
2004-03-11,1.4654
2004-03-12,1.461
2004-03-15,1.4718
2004-03-16,1.468
2004-03-17,1.472
2004-03-18,1.479
2004-03-19,1.4859
2004-03-22,1.4876
2004-03-23,1.4916
2004-03-24,1.491
2004-03-25,1.4909
2004-03-26,1.4934
2004-03-29,1.492
2004-03-30,1.4888
2004-03-31,1.4904
2004-04-01,1.4914
2004-04-02,1.4974
2004-04-05,1.4976
2004-04-06,1.5056
2004-04-07,1.4983
2004-04-08,1.5032
2004-04-09,1.5121
2004-04-12,1.5072
2004-04-13,1.5077
2004-04-14,1.5056
2004-04-15,1.5071
2004-04-16,1.515
2004-04-19,1.5141
2004-04-20,1.5127
2004-04-21,1.5107
2004-04-22,1.5085
2004-04-23,1.511
2004-04-26,1.5111
2004-04-27,1.5213
2004-04-28,1.53
2004-04-29,1.5321
2004-04-30,1.5305
2004-05-03,1.5266
2004-05-04,1.5264
2004-05-05,1.5288
2004-05-06,1.529
2004-05-07,1.5281
2004-05-10,1.5297
2004-05-11,1.5307
2004-05-12,1.5288
2004-05-13,1.538
2004-05-14,1.5365
2004-05-17,1.5348
2004-05-18,1.5308
2004-05-19,1.5378
2004-05-20,1.5303
2004-05-21,1.5236
2004-05-24,1.5299
2004-05-25,1.5261
2004-05-26,1.5199
2004-05-27,1.521
2004-05-28,1.5214
2004-05-31,1.5206
2004-06-01,1.5227
2004-06-02,1.5192
2004-06-03,1.5171
2004-06-04,1.5221
2004-06-07,1.5124
2004-06-08,1.5168
2004-06-09,1.5219
2004-06-10,1.5258
2004-06-11,1.525
2004-06-14,1.5266
2004-06-15,1.5225
2004-06-16,1.5209
2004-06-17,1.52
2004-06-18,1.5237
2004-06-21,1.5228
2004-06-22,1.52
2004-06-23,1.527
2004-06-24,1.5267
2004-06-25,1.5277
2004-06-28,1.5275
2004-06-29,1.5228
2004-06-30,1.5261
2004-07-01,1.529
2004-07-02,1.5263
2004-07-05,1.5256
2004-07-06,1.523
2004-07-07,1.5225
2004-07-08,1.5298
2004-07-09,1.5271
2004-07-12,1.5235
2004-07-13,1.5312
2004-07-14,1.5275
2004-07-15,1.5264
2004-07-16,1.5327
2004-07-19,1.5299
2004-07-20,1.5277
2004-07-21,1.526
2004-07-22,1.5213
2004-07-23,1.5181
2004-07-26,1.5192
2004-07-27,1.5176
2004-07-28,1.5176
2004-07-29,1.5237
2004-07-30,1.5208
2004-08-02,1.5171
2004-08-03,1.5122
2004-08-04,1.5116
2004-08-05,1.5134
2004-08-06,1.5128
2004-08-09,1.5064
2004-08-10,1.512
2004-08-11,1.5118
2004-08-12,1.5129
2004-08-13,1.5127
2004-08-16,1.5108
2004-08-17,1.5183
2004-08-18,1.5201
2004-08-19,1.5161
2004-08-20,1.5153
2004-08-23,1.5255
2004-08-24,1.5139
2004-08-25,1.5195
2004-08-26,1.5202
2004-08-27,1.5239
2004-08-30,1.5289
2004-08-31,1.529
2004-09-01,1.5235
2004-09-02,1.5179
2004-09-03,1.5191
2004-09-06,1.5222
2004-09-07,1.5142
2004-09-08,1.5216
2004-09-09,1.5193
2004-09-10,1.508
2004-09-13,1.5097
2004-09-14,1.5111
2004-09-15,1.5154
2004-09-16,1.5189
2004-09-17,1.5138
2004-09-20,1.5239
2004-09-21,1.531
2004-09-22,1.5304
2004-09-23,1.5264
2004-09-24,1.5227
2004-09-27,1.5221
2004-09-28,1.5285
2004-09-29,1.5264
2004-09-30,1.5181
2004-10-01,1.5112
2004-10-04,1.5146
2004-10-05,1.5155
2004-10-06,1.5166
2004-10-07,1.5154
2004-10-08,1.5195
2004-10-11,1.5167
2004-10-12,1.5214
2004-10-13,1.5215
2004-10-14,1.5232
2004-10-15,1.5276
2004-10-18,1.5341
2004-10-19,1.529
2004-10-20,1.5378
2004-10-21,1.5328
2004-10-22,1.5254
2004-10-25,1.5296
2004-10-26,1.5341
2004-10-27,1.5407
2004-10-28,1.5479
2004-10-29,1.5437
2004-11-01,1.5499
2004-11-02,1.5504
2004-11-03,1.5468
2004-11-04,1.5384
2004-11-05,1.5281
2004-11-08,1.5244
2004-11-09,1.5257
2004-11-10,1.5236
2004-11-11,1.5273
2004-11-12,1.5243
2004-11-15,1.5246
2004-11-16,1.5217
2004-11-17,1.5192
2004-11-18,1.5247
2004-11-19,1.5252
2004-11-22,1.5259
2004-11-23,1.5221
2004-11-24,1.525
2004-11-25,1.5206
2004-11-26,1.52
2004-11-29,1.5169
2004-11-30,1.5167
2004-12-01,1.5178
2004-12-02,1.5174
2004-12-03,1.5133
2004-12-06,1.5158
2004-12-07,1.5167
2004-12-08,1.5108
2004-12-09,1.515
2004-12-10,1.5145
2004-12-13,1.5111
2004-12-14,1.5047
2004-12-15,1.5102
2004-12-16,1.504
2004-12-17,1.5125
2004-12-20,1.5169
2004-12-21,1.5148
2004-12-22,1.509
2004-12-23,1.5151
2004-12-24,1.5207
2004-12-27,1.5206
2004-12-28,1.5177
2004-12-29,1.5181
2004-12-30,1.5207
2004-12-31,1.5134
2005-01-03,1.5175
2005-01-04,1.5261
2005-01-05,1.5279
2005-01-06,1.5285
2005-01-07,1.5295
2005-01-10,1.5356
2005-01-11,1.5318
2005-01-12,1.5352
2005-01-13,1.5375
2005-01-14,1.5408
2005-01-17,1.5417
2005-01-18,1.5433
2005-01-19,1.5491
2005-01-20,1.5415
2005-01-21,1.5389
2005-01-24,1.5424
2005-01-25,1.5421
2005-01-26,1.5477
2005-01-27,1.5487
2005-01-28,1.5492
2005-01-31,1.5521
2005-02-01,1.5496
2005-02-02,1.5545
2005-02-03,1.5545
2005-02-04,1.5504
2005-02-07,1.5518
2005-02-08,1.5587
2005-02-09,1.5595
2005-02-10,1.5639
2005-02-11,1.5625
2005-02-14,1.562
2005-02-15,1.5639
2005-02-16,1.5678
2005-02-17,1.5651
2005-02-18,1.5637
2005-02-21,1.562
2005-02-22,1.5595
2005-02-23,1.5606
2005-02-24,1.5647
2005-02-25,1.5637
2005-02-28,1.5659
2005-03-01,1.5642
2005-03-02,1.5682
2005-03-03,1.5645
2005-03-04,1.5717
2005-03-07,1.5708
2005-03-08,1.5687
2005-03-09,1.5708
2005-03-10,1.5767
2005-03-11,1.5786
2005-03-14,1.5766
2005-03-15,1.5792
2005-03-16,1.5811
2005-03-17,1.5789
2005-03-18,1.5856
2005-03-21,1.5871
2005-03-22,1.5895
2005-03-23,1.5929
2005-03-24,1.5987
2005-03-25,1.5914
2005-03-28,1.5879
2005-03-29,1.5914
2005-03-30,1.5908
2005-03-31,1.5915
2005-04-01,1.5858
2005-04-04,1.5792
2005-04-05,1.5761
2005-04-06,1.5678
2005-04-07,1.5718
2005-04-08,1.5693
2005-04-11,1.5713
2005-04-12,1.5688
2005-04-13,1.5601
2005-04-14,1.5685
2005-04-15,1.5624
2005-04-18,1.5574
2005-04-19,1.5642
2005-04-20,1.571
2005-04-21,1.5681
2005-04-22,1.5657
2005-04-25,1.5636
2005-04-26,1.5656
2005-04-27,1.5604
2005-04-28,1.5702
2005-04-29,1.5762
2005-05-02,1.577
2005-05-03,1.5759
2005-05-04,1.5763
2005-05-05,1.5769
2005-05-06,1.5766
2005-05-09,1.5798
2005-05-10,1.5696
2005-05-11,1.5702
2005-05-12,1.5669
2005-05-13,1.5637
2005-05-16,1.5661
2005-05-17,1.5655
2005-05-18,1.5588
2005-05-19,1.5713
2005-05-20,1.5681
2005-05-23,1.5622
2005-05-24,1.5575
2005-05-25,1.5626
2005-05-26,1.5611
2005-05-27,1.5637
2005-05-30,1.5631
2005-05-31,1.5513
2005-06-01,1.558
2005-06-02,1.5652
2005-06-03,1.5657
2005-06-06,1.5622
2005-06-07,1.5587
2005-06-08,1.5591
2005-06-09,1.5683
2005-06-10,1.565
2005-06-13,1.5685
2005-06-14,1.5582
2005-06-15,1.5581
2005-06-16,1.5593
2005-06-17,1.5605
2005-06-20,1.5661
2005-06-21,1.5609
2005-06-22,1.5633
2005-06-23,1.5611
2005-06-24,1.5667
2005-06-27,1.5667
2005-06-28,1.569
2005-06-29,1.5622
2005-06-30,1.5673
2005-07-01,1.5648
2005-07-04,1.5717
2005-07-05,1.575
2005-07-06,1.5764
2005-07-07,1.5816
2005-07-08,1.5852
2005-07-11,1.5842
2005-07-12,1.585
2005-07-13,1.5892
2005-07-14,1.5961
2005-07-15,1.5896
2005-07-18,1.5882
2005-07-19,1.5873
2005-07-20,1.5795
2005-07-21,1.5836
2005-07-22,1.5833
2005-07-25,1.5809
2005-07-26,1.5731
2005-07-27,1.5737
2005-07-28,1.5789
2005-07-29,1.5707
2005-08-01,1.5733
2005-08-02,1.5653
2005-08-03,1.5656
2005-08-04,1.5798
2005-08-05,1.5779
2005-08-08,1.5772
2005-08-09,1.5807
2005-08-10,1.5701
2005-08-11,1.5715
2005-08-12,1.5705
2005-08-15,1.5703
2005-08-16,1.5741
2005-08-17,1.5658
2005-08-18,1.5635
2005-08-19,1.557
2005-08-22,1.5653
2005-08-23,1.5631
2005-08-24,1.5605
2005-08-25,1.5613
2005-08-26,1.574
2005-08-29,1.5713
2005-08-30,1.5788
2005-08-31,1.5857
2005-09-01,1.5855
2005-09-02,1.5875
2005-09-05,1.5925
2005-09-06,1.5901
2005-09-07,1.6
2005-09-08,1.5939
2005-09-09,1.5886
2005-09-12,1.578
2005-09-13,1.5793
2005-09-14,1.5774
2005-09-15,1.5717
2005-09-16,1.5661
2005-09-19,1.5607
2005-09-20,1.5596
2005-09-21,1.5561
2005-09-22,1.5454
2005-09-23,1.5449
2005-09-26,1.5471
2005-09-27,1.5477
2005-09-28,1.544
2005-09-29,1.5421
2005-09-30,1.5384
2005-10-03,1.543
2005-10-04,1.5415
2005-10-05,1.547
2005-10-06,1.5449
2005-10-07,1.5465
2005-10-10,1.5449
2005-10-11,1.5407
2005-10-12,1.5389
2005-10-13,1.5393
2005-10-14,1.5376
2005-10-17,1.5401
2005-10-18,1.5501
2005-10-19,1.5555
2005-10-20,1.5622
2005-10-21,1.5616
2005-10-24,1.5633
2005-10-25,1.5614
2005-10-26,1.5566
2005-10-27,1.552
2005-10-28,1.5495
2005-10-31,1.5521
2005-11-01,1.5606
2005-11-02,1.5579
2005-11-03,1.5586
2005-11-04,1.5554
2005-11-07,1.5598
2005-11-08,1.5592
2005-11-09,1.5586
2005-11-10,1.5567
2005-11-11,1.5556
2005-11-14,1.5506
2005-11-15,1.5495
2005-11-16,1.554
2005-11-17,1.5612
2005-11-18,1.558
2005-11-21,1.5718
2005-11-22,1.5815
2005-11-23,1.583
2005-11-24,1.5807
2005-11-25,1.5829
2005-11-28,1.5813
2005-11-29,1.5732
2005-11-30,1.5776
2005-12-01,1.5819
2005-12-02,1.5873
2005-12-05,1.578
2005-12-06,1.5744
2005-12-07,1.5769
2005-12-08,1.5742
2005-12-09,1.5778
2005-12-12,1.5733
2005-12-13,1.5772
2005-12-14,1.58
2005-12-15,1.575
2005-12-16,1.5662
2005-12-19,1.5618
2005-12-20,1.569
2005-12-21,1.5755
2005-12-22,1.5783
2005-12-23,1.5751
2005-12-26,1.576
2005-12-27,1.5734
2005-12-28,1.5712
2005-12-29,1.5692
2005-12-30,1.5668
2006-01-02,1.5623
2006-01-03,1.5556
2006-01-04,1.5479
2006-01-05,1.5404
2006-01-06,1.5401
2006-01-09,1.5458
2006-01-10,1.5447
2006-01-11,1.547
2006-01-12,1.5483
2006-01-13,1.5487
2006-01-16,1.5477
2006-01-17,1.55
2006-01-18,1.5501
2006-01-19,1.545
2006-01-20,1.5447
2006-01-23,1.5508
2006-01-24,1.539
2006-01-25,1.5309
2006-01-26,1.5338
2006-01-27,1.5248
2006-01-30,1.5254
2006-01-31,1.5248
2006-02-01,1.5254
2006-02-02,1.5271
2006-02-03,1.5216
2006-02-06,1.5158
2006-02-07,1.5128
2006-02-08,1.5214
2006-02-09,1.5325
2006-02-10,1.537
2006-02-13,1.5435
2006-02-14,1.5384
2006-02-15,1.5386
2006-02-16,1.5404
2006-02-17,1.5329
2006-02-20,1.5315
2006-02-21,1.5288
2006-02-22,1.5318
2006-02-23,1.527
2006-02-24,1.5275
2006-02-27,1.5262
2006-02-28,1.525
2006-03-01,1.5235
2006-03-02,1.526
2006-03-03,1.5236
2006-03-06,1.5273
2006-03-07,1.5285
2006-03-08,1.5258
2006-03-09,1.5256
2006-03-10,1.5367
2006-03-13,1.5354
2006-03-14,1.5384
2006-03-15,1.5367
2006-03-16,1.5351
2006-03-17,1.5343
2006-03-20,1.5295
2006-03-21,1.5292
2006-03-22,1.5261
2006-03-23,1.5217
2006-03-24,1.5262
2006-03-27,1.5283
2006-03-28,1.5316
2006-03-29,1.5327
2006-03-30,1.5305
2006-03-31,1.5282
2006-04-03,1.5276
2006-04-04,1.5394
2006-04-05,1.5399
2006-04-06,1.5417
2006-04-07,1.547
2006-04-10,1.5505
2006-04-11,1.555
2006-04-12,1.5605
2006-04-13,1.5636
2006-04-14,1.5506
2006-04-17,1.55
2006-04-18,1.5461
2006-04-19,1.5544
2006-04-20,1.5482
2006-04-21,1.543
2006-04-24,1.5411
2006-04-25,1.542
2006-04-26,1.5411
2006-04-27,1.544
2006-04-28,1.5493
2006-05-01,1.5423
2006-05-02,1.5399
2006-05-03,1.5454
2006-05-04,1.5492
2006-05-05,1.5527
2006-05-08,1.5521
2006-05-09,1.5476
2006-05-10,1.5469
2006-05-11,1.5436
2006-05-12,1.5453
2006-05-15,1.5516
2006-05-16,1.5514
2006-05-17,1.5469
2006-05-18,1.5486
2006-05-19,1.5452
2006-05-22,1.5492
2006-05-23,1.5407
2006-05-24,1.5462
2006-05-25,1.5349
2006-05-26,1.5211
2006-05-29,1.5178
2006-05-30,1.5173
2006-05-31,1.5144
2006-06-01,1.5114
2006-06-02,1.5108
2006-06-05,1.4999
2006-06-06,1.4964
2006-06-07,1.4944
2006-06-08,1.4898
2006-06-09,1.4896
2006-06-12,1.4927
2006-06-13,1.4944
2006-06-14,1.4833
2006-06-15,1.4784
2006-06-16,1.4712
2006-06-19,1.4626
2006-06-20,1.466
2006-06-21,1.4597
2006-06-22,1.4639
2006-06-23,1.4643
2006-06-26,1.4642
2006-06-27,1.4677
2006-06-28,1.4735
2006-06-29,1.4709
2006-06-30,1.4668
2006-07-03,1.4657
2006-07-04,1.4641
2006-07-05,1.4704
2006-07-06,1.4648
2006-07-07,1.46
2006-07-10,1.4652
2006-07-11,1.4677
2006-07-12,1.472
2006-07-13,1.4772
2006-07-14,1.4757
2006-07-17,1.4837
2006-07-18,1.4953
2006-07-19,1.4946
2006-07-20,1.4864
2006-07-21,1.4963
2006-07-24,1.4975
2006-07-25,1.4999
2006-07-26,1.5065
2006-07-27,1.4991
2006-07-28,1.5043
2006-07-31,1.5073
2006-08-01,1.5085
2006-08-02,1.4918
2006-08-03,1.4985
2006-08-04,1.4987
2006-08-07,1.4982
2006-08-08,1.5001
2006-08-09,1.5015
2006-08-10,1.4914
2006-08-11,1.4929
2006-08-14,1.4923
2006-08-15,1.4976
2006-08-16,1.4985
2006-08-17,1.4992
2006-08-18,1.4961
2006-08-21,1.4939
2006-08-22,1.4888
2006-08-23,1.499
2006-08-24,1.5084
2006-08-25,1.5057
2006-08-28,1.5048
2006-08-29,1.5045
2006-08-30,1.5156
2006-08-31,1.5178
2006-09-01,1.5209
2006-09-04,1.5194
2006-09-05,1.5176
2006-09-06,1.5187
2006-09-07,1.5152
2006-09-08,1.5188
2006-09-11,1.5228
2006-09-12,1.5286
2006-09-13,1.5248
2006-09-14,1.526
2006-09-15,1.5205
2006-09-18,1.5211
2006-09-19,1.5215
2006-09-20,1.5293
2006-09-21,1.5283
2006-09-22,1.5315
2006-09-25,1.5351
2006-09-26,1.5349
2006-09-27,1.5375
2006-09-28,1.5376
2006-09-29,1.542
2006-10-02,1.5405
2006-10-03,1.5436
2006-10-04,1.5425
2006-10-05,1.5426
2006-10-06,1.5484
2006-10-09,1.5532
2006-10-10,1.5498
2006-10-11,1.5479
2006-10-12,1.5448
2006-10-13,1.5524
2006-10-16,1.5489
2006-10-17,1.5471
2006-10-18,1.5427
2006-10-19,1.5388
2006-10-20,1.5408
2006-10-23,1.5307
2006-10-24,1.5387
2006-10-25,1.5315
2006-10-26,1.5242
2006-10-27,1.5305
2006-10-30,1.5247
2006-10-31,1.5215
2006-11-01,1.5191
2006-11-02,1.5147
2006-11-03,1.5134
2006-11-06,1.5175
2006-11-07,1.519
2006-11-08,1.52
2006-11-09,1.5199
2006-11-10,1.5266
2006-11-13,1.5288
2006-11-14,1.5262
2006-11-15,1.5243
2006-11-16,1.5358
2006-11-17,1.5298
2006-11-20,1.5312
2006-11-21,1.5353
2006-11-22,1.5294
2006-11-23,1.5289
2006-11-24,1.533
2006-11-27,1.5348
2006-11-28,1.5361
2006-11-29,1.5397
2006-11-30,1.5542
2006-12-01,1.5624
2006-12-04,1.561
2006-12-05,1.5519
2006-12-06,1.5571
2006-12-07,1.558
2006-12-08,1.5616
2006-12-11,1.5666
2006-12-12,1.5731
2006-12-13,1.5717
2006-12-14,1.5716
2006-12-15,1.5797
2006-12-18,1.5812
2006-12-19,1.5789
2006-12-20,1.5832
2006-12-21,1.5853
2006-12-22,1.5873
2006-12-25,1.5937
2006-12-26,1.5969
2006-12-27,1.6
2006-12-28,1.6
2006-12-29,1.6
2007-01-01,1.5985
2007-01-02,1.5956
2007-01-03,1.5978
2007-01-04,1.5999
2007-01-05,1.6
2007-01-08,1.6
2007-01-09,1.5974
2007-01-10,1.5979
2007-01-11,1.5988
2007-01-12,1.6
2007-01-15,1.5962
2007-01-16,1.5923
2007-01-17,1.5997
2007-01-18,1.5982
2007-01-19,1.5952
2007-01-22,1.5884
2007-01-23,1.5857
2007-01-24,1.5853
2007-01-25,1.5951
2007-01-26,1.5941
2007-01-29,1.5909
2007-01-30,1.5963
2007-01-31,1.6
2007-02-01,1.5974
2007-02-02,1.5956
2007-02-05,1.595
2007-02-06,1.5955
2007-02-07,1.5959
2007-02-08,1.596
2007-02-09,1.6
2007-02-12,1.6
2007-02-13,1.6
2007-02-14,1.5994
2007-02-15,1.6
2007-02-16,1.6
2007-02-19,1.5963
2007-02-20,1.5969
2007-02-21,1.5882
2007-02-22,1.5846
2007-02-23,1.5894
2007-02-26,1.5813
2007-02-27,1.575
2007-02-28,1.5676
2007-03-01,1.5659
2007-03-02,1.5681
2007-03-05,1.5629
2007-03-06,1.5711
2007-03-07,1.5658
2007-03-08,1.5628
2007-03-09,1.5635
2007-03-12,1.5637
2007-03-13,1.558
2007-03-14,1.562
2007-03-15,1.5626
2007-03-16,1.5599
2007-03-19,1.5509
2007-03-20,1.5558
2007-03-21,1.5555
2007-03-22,1.5551
2007-03-23,1.5574
2007-03-26,1.5601
2007-03-27,1.5632
2007-03-28,1.5666
2007-03-29,1.563
2007-03-30,1.5723
2007-04-02,1.5775
2007-04-03,1.5833
2007-04-04,1.5819
2007-04-05,1.574
2007-04-06,1.5772
2007-04-09,1.5714
2007-04-10,1.5744
2007-04-11,1.5675
2007-04-12,1.5666
2007-04-13,1.568
2007-04-16,1.5664
2007-04-17,1.565
2007-04-18,1.5639
2007-04-19,1.5615
2007-04-20,1.5627
2007-04-23,1.5704
2007-04-24,1.5683
2007-04-25,1.5677
2007-04-26,1.5597
2007-04-27,1.5599
2007-04-30,1.5637
2007-05-01,1.5616
2007-05-02,1.5706
2007-05-03,1.5655
2007-05-04,1.5668
2007-05-07,1.5646
2007-05-08,1.5674
2007-05-09,1.5601
2007-05-10,1.5496
2007-05-11,1.55
2007-05-14,1.5419
2007-05-15,1.5442
2007-05-16,1.5525
2007-05-17,1.5442
2007-05-18,1.5425
2007-05-21,1.5375
2007-05-22,1.5352
2007-05-23,1.5372
2007-05-24,1.538
2007-05-25,1.5397
2007-05-28,1.5394
2007-05-29,1.5371
2007-05-30,1.5376
2007-05-31,1.5342
2007-06-01,1.5324
2007-06-04,1.5329
2007-06-05,1.5339
2007-06-06,1.5333
2007-06-07,1.5254
2007-06-08,1.5209
2007-06-11,1.5157
2007-06-12,1.519
2007-06-13,1.5122
2007-06-14,1.514
2007-06-15,1.509
2007-06-18,1.5133
2007-06-19,1.5199
2007-06-20,1.5235
2007-06-21,1.5208
2007-06-22,1.5269
2007-06-25,1.5231
2007-06-26,1.523
2007-06-27,1.52
2007-06-28,1.5211
2007-06-29,1.5312
2007-07-02,1.53
2007-07-03,1.5372
2007-07-04,1.5374
2007-07-05,1.533
2007-07-06,1.5348
2007-07-09,1.5306
2007-07-10,1.5314
2007-07-11,1.5245
2007-07-12,1.5193
2007-07-13,1.5171
2007-07-16,1.5191
2007-07-17,1.5143
2007-07-18,1.5102
2007-07-19,1.5074
2007-07-20,1.5061
2007-07-23,1.5004
2007-07-24,1.4983
2007-07-25,1.4961
2007-07-26,1.4942
2007-07-27,1.4974
2007-07-30,1.5022
2007-07-31,1.4931
2007-08-01,1.4914
2007-08-02,1.4925
2007-08-03,1.4972
2007-08-06,1.5006
2007-08-07,1.4972
2007-08-08,1.4926
2007-08-09,1.4969
2007-08-10,1.5086
2007-08-13,1.5035
2007-08-14,1.4999
2007-08-15,1.4975
2007-08-16,1.4987
2007-08-17,1.4977
2007-08-20,1.5001
2007-08-21,1.5019
2007-08-22,1.5042
2007-08-23,1.4942
2007-08-24,1.4964
2007-08-27,1.5027
2007-08-28,1.5109
2007-08-29,1.5151
2007-08-30,1.5171
2007-08-31,1.5205
2007-09-03,1.5183
2007-09-04,1.5151
2007-09-05,1.5147
2007-09-06,1.5163
2007-09-07,1.5192
2007-09-10,1.5124
2007-09-11,1.5087
2007-09-12,1.5051
2007-09-13,1.5053
2007-09-14,1.5084
2007-09-17,1.5166
2007-09-18,1.5134
2007-09-19,1.5145
2007-09-20,1.5268
2007-09-21,1.527
2007-09-24,1.5165
2007-09-25,1.5172
2007-09-26,1.5222
2007-09-27,1.5212
2007-09-28,1.5131
2007-10-01,1.5161
2007-10-02,1.504
2007-10-03,1.5122
2007-10-04,1.5118
2007-10-05,1.5092
2007-10-08,1.5134
2007-10-09,1.5161
2007-10-10,1.5209
2007-10-11,1.5126
2007-10-12,1.5136
2007-10-15,1.5168
2007-10-16,1.5135
2007-10-17,1.5158
2007-10-18,1.5231
2007-10-19,1.5362
2007-10-22,1.5401
2007-10-23,1.5515
2007-10-24,1.5482
2007-10-25,1.5532
2007-10-26,1.5565
2007-10-29,1.5526
2007-10-30,1.5581
2007-10-31,1.5635
2007-11-01,1.5653
2007-11-02,1.5575
2007-11-05,1.5551
2007-11-06,1.551
2007-11-07,1.5408
2007-11-08,1.5443
2007-11-09,1.5464
2007-11-12,1.5429
2007-11-13,1.5363
2007-11-14,1.5303
2007-11-15,1.5362
2007-11-16,1.5373
2007-11-19,1.5327
2007-11-20,1.5248
2007-11-21,1.5178
2007-11-22,1.5194
2007-11-23,1.5188
2007-11-26,1.5182
2007-11-27,1.5128
2007-11-28,1.5099
2007-11-29,1.5134
2007-11-30,1.5175
2007-12-03,1.5197
2007-12-04,1.5148
2007-12-05,1.5153
2007-12-06,1.5243
2007-12-07,1.5212
2007-12-10,1.521
2007-12-11,1.5223
2007-12-12,1.5286
2007-12-13,1.5359
2007-12-14,1.5395
2007-12-17,1.5341
2007-12-18,1.5363
2007-12-19,1.54
2007-12-20,1.5477
2007-12-21,1.5515
2007-12-24,1.5518
2007-12-25,1.55
2007-12-26,1.5457
2007-12-27,1.5476
2007-12-28,1.5442
2007-12-31,1.5401
2008-01-01,1.5387
2008-01-02,1.5377
2008-01-03,1.5311
2008-01-04,1.5227
2008-01-07,1.524
