date,gdp_growth,industrial_production,unemployment,payrolls,retail_sales,housing_starts,consumer_confidence,pmi_manufacturing,cpi_inflation,pce_inflation,fed_funds_rate,sp500_returns,term_spread,credit_spread,oil_price_change
2012-11-01,-1.626860,-2.387877,2.196871,-2.310147,-2.093984,-2.129354,-1.537553,-1.136862,0.907235,1.065725,0.670327,-0.813101,0.448078,0.095127,-0.177491
2012-12-01,-2.338922,-1.781837,2.404318,-1.372317,-2.089265,-1.332025,-0.376160,-1.684605,0.048438,-0.083955,0.657383,-1.213611,0.352563,0.627603,-0.556077
2013-01-01,-1.541801,-1.772906,2.437693,-2.230998,-1.860429,-1.706246,-0.213321,-0.420275,1.161202,1.407882,0.111311,0.924054,1.335955,1.178338,0.870928
2013-02-01,-2.372194,-2.129957,1.714657,-1.682408,-2.244867,-1.297728,-0.322194,-0.805802,0.434989,-0.040030,-0.311297,0.101840,0.473493,0.199245,-0.490245
2013-03-01,-3.481070,-3.250959,3.623071,-3.422268,-2.769001,-2.320172,-1.021388,-0.888230,-0.439676,-0.700047,-0.031908,-2.231581,-0.612022,-0.744374,0.450623
2013-04-01,-1.337020,-1.764091,1.667099,-2.275699,-1.254529,-1.387964,0.332699,0.233329,-0.443318,-0.432928,-1.173591,-1.104470,-0.258584,0.248458,0.298547
2013-05-01,-0.788595,-1.372489,1.862556,-0.871709,0.162482,-0.915471,0.739605,0.733466,2.014454,1.597028,0.888711,1.789349,1.631964,1.338821,2.035952
2013-06-01,-0.748494,-1.181221,1.286322,-1.018015,-1.443875,-0.918364,-1.458059,-0.417091,-0.042423,1.155067,0.254692,-0.122671,0.210660,0.316215,0.378306
2013-07-01,-1.882762,-0.673435,1.057876,-1.542051,-1.606846,-0.255096,-1.778699,-1.877011,0.322351,0.058932,-0.468868,-0.677707,-0.452711,0.192151,-0.721110
2013-08-01,-0.976852,-1.028838,1.767928,-1.178942,-1.679105,-1.014268,0.584005,-0.766916,-0.816697,-0.409094,-0.778449,-1.297002,-0.269837,0.504490,0.061322
2013-09-01,-0.612256,-0.900594,0.603188,-0.009475,-0.144964,-0.466159,0.610003,0.281763,0.043400,0.152198,-1.035316,0.675812,-0.173867,0.594903,0.309682
2013-10-01,-0.602886,-0.250569,0.558835,0.410263,0.095264,-0.525395,0.957361,1.649577,-1.005033,0.118847,-0.851185,0.610053,-0.487088,-0.305679,1.104232
2013-11-01,-0.128730,0.168379,0.020102,-0.256814,-0.185916,-0.292081,-0.091543,0.829772,-1.487886,-1.395830,-1.709960,-1.424696,-1.607484,-1.105294,1.419009
2013-12-01,-0.714024,-0.405822,0.601066,-0.476238,-0.704316,-1.426706,1.236507,1.209561,-2.363268,-1.900299,-1.759643,-1.648630,-1.471818,-1.622014,1.511047
2014-01-01,0.919333,0.752301,-0.374604,1.047435,0.132067,-0.343066,1.045728,1.340752,-1.925097,-2.362070,-2.013816,-1.081147,-1.843026,-0.610080,-0.065366
2014-02-01,0.087030,0.568011,0.593221,-0.119539,-0.069550,-0.218242,0.165802,0.047001,-1.683193,-2.624584,-1.288455,-1.322748,-1.745336,-0.623063,-0.513630
2014-03-01,-0.813204,0.091503,0.079093,-0.796344,-0.916080,-0.528531,-0.621698,-1.218171,-1.644626,-1.504605,-1.259522,-1.257779,-1.091504,-2.129860,-0.321768
2014-04-01,-0.389270,0.071470,0.382832,0.026461,-0.428400,-0.048486,-0.433482,-0.669959,-0.155179,-0.571285,-0.616620,-1.662804,-1.402977,-0.849431,-0.653029
2014-05-01,-1.060533,-0.769008,1.297715,-0.571264,-1.437261,-1.078723,-0.581044,-0.525120,-1.286966,-1.166577,-1.590379,-1.193796,-1.289952,-2.295883,0.666364
2014-06-01,-0.186536,-0.573696,0.324604,-0.917137,0.000223,0.037561,-0.126540,0.144465,-1.334339,-1.752391,-1.416276,-1.177266,-1.460877,-1.299771,-0.334802
2014-07-01,-0.113274,0.077550,-0.601121,-0.247060,-0.804831,-0.089951,-0.637979,0.593044,-1.469824,-1.912342,-2.805559,-1.644126,-1.839692,-2.138060,-0.381685
2014-08-01,-0.059417,-0.241708,-0.028342,-1.086679,-0.823513,-0.822702,-0.332889,-0.749732,-0.985480,-0.293891,-0.670016,-1.197272,-1.113773,-1.239655,-0.084093
2014-09-01,-1.801809,-1.455251,1.255668,-1.671700,-2.345329,-1.685186,-0.955797,-0.898524,-2.269981,-1.381468,-2.310168,-1.446805,-2.605535,-1.673927,-0.661495
2014-10-01,-1.453463,-0.931095,1.363735,-1.952532,-1.179731,-2.568654,-0.763491,0.079436,-2.265711,-2.277641,-1.999815,-1.008588,-2.638040,-2.241449,0.237518
2014-11-01,-1.564901,-2.084395,1.341086,-1.233518,-1.685887,-1.936592,-1.845892,-1.737851,-1.819214,-1.451780,-1.117230,-1.909623,-2.061796,-1.077061,-1.145743
2014-12-01,-2.086704,-1.732963,1.559045,-2.220101,-2.668132,-2.949320,-1.744707,-1.101451,-2.087202,-1.232843,-1.094565,-2.094476,-1.301245,-2.015653,-1.428368
2015-01-01,-2.413302,-2.933231,2.444177,-1.795431,-2.223230,-1.883142,-1.383470,-1.879276,-0.024251,-0.429216,0.050076,-1.207734,-0.296374,-1.140704,-1.189864
2015-02-01,-1.632302,-1.554113,0.905092,-1.747614,-0.621364,-0.825469,-0.191103,-1.515775,-0.859909,-1.270698,-1.168482,-1.693355,-0.343489,-1.045935,-0.265477
2015-03-01,-0.420977,0.361876,-0.465161,0.079633,-0.414618,-1.358772,-0.707674,-0.933566,-2.311276,-2.314284,-2.124821,-1.212383,-1.891159,-1.724903,-1.703146
2015-04-01,-0.388095,0.360731,-0.705421,-0.169476,-0.330504,-0.405478,-0.514916,-0.255190,-1.388786,-1.190966,-1.743776,-1.536714,-0.944021,-1.081242,-1.325623
2015-05-01,-0.374284,-1.076466,0.247055,0.321962,-1.018875,-1.033684,-0.272539,-1.159722,-1.432404,-0.806728,-1.247404,-1.277234,-0.728530,-0.892740,-0.547204
2015-06-01,0.193471,0.454402,-0.443014,0.490546,-0.002166,0.037224,-0.325603,0.097615,-0.858356,-0.864840,-0.234374,-0.207778,-0.115298,-0.633037,0.043363
2015-07-01,0.081791,0.104558,-0.380543,0.008535,-0.070647,-0.244201,-1.178515,-0.278392,0.139133,-0.756482,-0.834188,-0.506064,-0.468238,-0.128725,-1.056739
2015-08-01,0.372887,0.383206,-0.325048,0.300010,0.438185,0.323051,-0.487022,0.304118,-0.737704,-0.568153,-0.482113,-0.572850,-0.115794,-0.638486,-0.719068
2015-09-01,1.167481,1.336759,-0.866817,1.502985,0.877640,2.218744,0.391105,0.969675,0.190517,0.503884,0.884513,1.161326,0.805851,0.651384,-0.184296
2015-10-01,1.293582,1.646691,-1.450835,1.491273,1.737092,1.955014,-1.099313,-0.719252,-0.124723,0.116953,0.250783,0.724639,0.444741,-0.211364,-1.861622
2015-11-01,0.125367,0.784904,-1.790945,1.111556,0.243621,1.670553,-0.082336,-0.824234,-1.349668,-0.764323,-0.079097,-1.862593,-1.636999,-1.592627,-1.146972
2015-12-01,0.803253,0.987373,-1.131660,-0.256978,0.918226,0.239192,-1.049269,-0.070169,0.568222,0.249322,0.288429,0.214599,0.232804,-0.438375,-0.755491
2016-01-01,0.349689,0.263274,-0.305357,-0.171593,0.027599,-0.609736,-1.428551,-0.753852,0.053433,0.407816,1.026558,0.663069,0.648286,-0.031415,-2.381759
2016-02-01,0.216849,0.823193,-0.252974,0.191299,0.244262,0.406101,-2.070166,-1.216670,1.071523,0.960032,0.828200,0.872759,1.437706,0.284020,-1.284084
2016-03-01,0.660648,0.487196,-1.171475,0.122913,0.954828,0.175409,-1.561272,-1.612651,1.080758,1.024570,1.254403,0.267315,0.822309,0.966427,-1.434044
2016-04-01,1.345816,0.732264,-0.865143,1.558019,1.571789,1.367744,-0.112592,-0.070541,2.518283,2.254179,2.492127,2.254573,2.077092,1.658131,-0.776085
2016-05-01,0.539325,0.509013,-0.888751,0.611649,1.260262,1.241915,-1.304664,-0.058919,1.940188,1.170206,1.968910,0.949013,1.732072,0.713494,-1.398108
2016-06-01,1.195898,1.222486,-1.456209,0.824461,1.106954,1.412713,-0.127308,0.201608,0.541084,1.258132,0.597034,1.138417,1.410490,0.875531,-0.461847
2016-07-01,0.742682,1.164932,-1.279321,0.437881,0.750957,1.476711,0.293580,-0.077247,0.879858,0.750406,0.823566,1.481184,0.478615,1.624894,0.411214
2016-08-01,1.614317,1.070793,-1.302792,0.677609,1.004789,1.398721,0.676135,-0.039016,0.403095,0.512231,0.226244,1.062751,0.376954,0.401558,-0.303161
2016-09-01,0.267985,0.483378,-0.566070,0.329874,0.174857,0.568180,0.799684,0.293851,0.540930,-0.336186,0.351698,-0.195431,-0.382156,-0.165126,0.555450
2016-10-01,1.191992,0.977424,-1.421261,0.785113,0.936593,0.722197,0.043988,0.494711,-0.334726,-0.009494,-1.025576,0.149286,-0.179733,0.261197,0.762354
2016-11-01,1.929954,1.401788,-2.122838,1.448518,2.154958,2.059530,2.290988,2.263151,0.514088,0.202713,0.413569,2.071404,-0.067886,1.404733,1.496444
2016-12-01,1.064777,0.225095,-0.609039,0.411681,-0.058383,0.497671,0.412508,-0.177145,-1.288741,-0.615907,-0.429448,-0.098162,-0.137559,-0.621041,0.521144
2017-01-01,1.487688,1.298229,-2.033073,1.306766,1.195506,1.639526,0.572505,0.154580,0.168076,0.420465,1.053141,0.961104,0.557393,0.167339,0.173077
2017-02-01,1.972421,1.122856,-1.555669,1.207667,1.671802,1.714738,1.593076,0.995329,-0.543043,0.080946,0.038026,0.848850,-0.465993,-0.589501,1.584159
2017-03-01,1.165221,2.138545,-1.022287,1.106125,1.154762,1.068846,1.644905,2.222309,-0.010102,-0.281004,0.834420,0.839147,0.205931,-0.037601,1.521569
2017-04-01,1.418084,0.655673,-0.528298,1.764101,1.104053,0.633877,0.961838,1.003337,0.262847,0.258433,0.557197,1.333370,0.424942,-0.231090,1.084475
2017-05-01,2.152971,2.524924,-1.555854,1.492125,0.893686,1.834068,1.475306,2.509564,1.262914,0.870702,1.336927,1.204273,1.707373,0.711446,1.545019
2017-06-01,1.392649,1.868140,-1.308175,2.098728,1.685576,1.906542,0.907270,1.336009,0.408304,1.175615,0.098176,1.220896,0.834933,1.234488,0.498503
2017-07-01,1.326872,1.339200,-1.426400,1.600669,1.556716,1.418724,1.635270,1.327652,0.875757,1.752107,0.458087,0.706950,1.199985,0.706672,0.908267
2017-08-01,0.303323,0.275103,0.424014,0.644181,0.992839,0.083620,0.175198,-0.433751,1.315497,1.938965,1.718180,1.460976,1.457794,1.230504,0.838069
2017-09-01,0.132063,-0.709231,0.182824,0.216893,-0.323990,0.279314,0.299977,-0.750501,0.600078,0.178600,0.619438,0.296446,0.590327,-0.194773,-0.628863
2017-10-01,0.675300,0.342102,-0.017460,0.139221,0.428926,0.411475,-1.501300,-0.847352,0.026939,0.192974,0.730779,0.180541,0.113684,0.645048,-0.932057
2017-11-01,-0.574140,-0.937002,0.400719,-0.605794,-0.320178,-0.496253,-0.800692,-0.227195,0.081167,0.486532,-0.132285,0.823555,-0.604785,0.810173,-0.006197
2017-12-01,-0.341310,-0.549124,0.879635,-0.735392,-1.164068,-0.126496,-0.453250,-0.374897,-0.355311,-1.119468,-0.497557,-1.166261,-0.811997,-0.720530,-1.066521
2018-01-01,-1.124275,-0.235477,0.736026,-0.727315,-1.020985,-1.371746,-0.133974,-0.791380,-2.315998,-1.724243,-2.441504,-1.513120,-2.764549,-1.404884,-1.017595
2018-02-01,-0.683074,-1.216694,0.445984,-1.031183,-0.931932,-0.920571,0.968123,0.519971,-1.038023,-1.429999,-1.542493,-0.028553,-1.478037,-0.080133,0.478837
2018-03-01,-0.094497,0.332529,0.367676,-0.086464,-0.386367,-0.339178,-0.027932,0.193288,-1.008824,-0.634207,-0.128870,-0.649458,-0.748507,-1.562622,-1.482101
2018-04-01,1.492199,1.384096,-1.677826,1.496242,1.218226,1.564359,0.491841,0.370362,-0.064037,-0.432041,0.138253,-0.066971,-0.511685,-0.287305,-0.006636
2018-05-01,1.270082,1.040698,-1.846732,0.956018,1.339235,0.787990,0.198241,0.835447,-0.420799,-0.657200,0.090893,0.053939,-0.370126,-0.156625,0.158422
2018-06-01,0.555926,0.691940,-0.017343,0.446577,0.562323,0.149351,-0.273089,-0.069331,-0.629405,-0.204972,0.778280,-0.489300,-0.465819,-0.390796,-0.022851
2018-07-01,0.193416,0.592517,-1.126569,-0.773508,-0.209651,0.382642,-0.672483,-1.173051,-0.546626,-0.557152,-1.019295,-1.009861,-1.026544,-0.604543,-0.526689
2018-08-01,-0.160604,-1.295373,-0.214602,-0.705896,-0.518935,-0.415742,-1.342102,-2.220775,0.280471,0.503560,1.245199,-0.572684,0.573493,-0.869208,-2.643942
2018-09-01,0.467734,0.150105,0.006407,-0.293731,0.328405,1.261114,-1.869752,-1.665109,1.038425,0.394190,1.887085,-0.029600,1.462531,-0.183979,-2.524794
2018-10-01,0.280243,-0.294948,0.371188,-0.122722,-1.033878,0.416241,-2.495577,-1.777844,0.498632,-0.101620,0.870950,0.664081,0.951265,-0.003138,-1.763501
2018-11-01,-0.313732,-0.313362,-0.114481,-0.287259,-0.046813,-0.755561,-0.117820,-0.684749,-0.554354,0.248559,-0.218117,-0.092219,-0.237629,-0.287846,-0.413718
2018-12-01,0.463574,-0.417545,-0.565275,0.599316,0.342250,0.196407,-0.254594,-0.104721,0.095349,0.844013,0.627803,0.416539,0.801921,1.005922,1.230820
2019-01-01,-0.823196,-0.034369,0.860394,-0.754676,-0.256113,-0.521937,0.243289,0.670770,0.568567,0.558103,0.059653,-0.449806,0.157278,0.912332,-0.351961
2019-02-01,-1.359581,-1.105477,0.877214,-1.468563,-1.155249,-1.440659,-0.705266,-0.200776,0.144932,0.042223,0.180322,0.481204,0.429777,0.365623,0.071994
2019-03-01,-1.580081,-1.025044,1.488658,-1.375357,-0.540150,-1.291583,0.345552,-0.196092,0.887849,0.984213,0.669603,1.044126,0.367668,0.589075,0.822289
2019-04-01,-1.387065,-1.080321,2.083966,-1.533628,-0.836461,-1.326117,-0.545043,-0.875161,1.654003,1.149157,0.489990,0.795208,0.458017,1.041653,0.130611
2019-05-01,-0.637181,-0.220778,1.337836,-1.125304,-0.604763,-0.385539,-1.271514,-1.067880,1.350560,0.712174,1.378264,0.710300,0.752108,1.474170,0.083638
2019-06-01,-0.325397,-0.603866,0.787394,-0.254394,-0.258028,-0.689768,0.148072,0.425991,0.261637,1.322827,0.171872,0.309865,0.132673,0.585528,-0.538050
2019-07-01,-0.563115,-0.841105,0.647068,-0.132683,-0.118979,-1.448803,1.307723,0.514670,-0.164005,0.251052,0.081888,-0.131568,0.093493,-0.007624,0.487129
2019-08-01,-1.302911,-1.520040,0.910200,-0.802880,-1.006783,-0.800161,-0.843857,-1.238912,-0.640746,-1.370751,-1.252422,-1.716429,-0.434794,-0.526591,-0.657738
2019-09-01,-0.102129,-0.677074,0.469303,-0.470791,-0.219699,-0.778674,0.226591,0.475902,-1.000518,-1.437308,-1.288953,-1.485164,-2.286961,-0.953875,0.540854
2019-10-01,-1.396498,-2.231691,1.546462,-2.460277,-0.906745,-1.867434,0.418335,0.052196,-0.331137,-0.364920,-0.111818,-0.748584,-0.121971,-0.125103,-0.433041
2019-11-01,-2.062811,-1.336702,1.281318,-1.664397,-1.083907,-0.839027,-0.129230,-0.376801,-0.095966,-0.741488,-0.414844,-0.312252,-0.162932,-1.057817,-0.031905
2019-12-01,-1.425020,-1.242179,1.582784,-0.732351,-1.291452,-1.216666,0.417814,-0.103660,1.056075,0.676488,-0.203946,-0.471476,-0.259851,0.853428,0.911147
2020-01-01,-0.391626,-0.776677,1.543295,-1.308863,-1.432336,-0.530595,-0.016010,-0.279632,0.370982,0.378079,0.579824,0.460543,0.315178,0.608151,0.349111
2020-02-01,-1.126988,-0.658311,0.199305,-0.495442,-1.605376,-0.933248,-1.447273,-0.945000,-1.033071,-1.507203,-0.697382,-1.596511,-0.519783,-1.030755,-0.896135
2020-03-01,-0.722635,-0.588884,0.071217,-0.049813,0.139918,-0.832341,-0.349111,-1.564463,-1.017682,-0.822009,-0.949408,-1.448497,-0.255332,-0.672167,-0.612692
2020-04-01,-0.178594,-0.309570,0.502726,-0.410693,-0.960663,0.069297,-1.084861,-1.178840,-0.224832,-0.443196,-0.202476,-0.302819,0.085895,-0.662456,-1.031934
2020-05-01,-0.555754,-0.739803,1.480358,-0.423877,-0.519994,-1.387290,-1.085631,-1.394435,-0.273827,0.057490,0.412091,-0.437005,-0.309920,0.087496,-1.478326
2020-06-01,-0.427534,-0.542526,0.234063,-0.154855,-1.041291,0.176451,-1.088882,-0.645344,-0.858208,-0.645200,-0.902116,-1.011838,-0.728010,-0.999736,0.167900
2020-07-01,0.234082,0.254297,-0.277613,-0.107415,-0.210295,-0.623235,0.543451,0.159528,-0.152701,-0.729344,0.347824,-0.594888,-0.322160,0.115045,0.093960
2020-08-01,0.973410,0.259277,-0.251897,0.700411,0.392373,0.560532,-0.144101,-0.500334,0.114444,0.351362,0.165397,1.186820,0.326464,0.649476,-0.528999
2020-09-01,-0.483695,-0.179790,0.357198,-0.242542,0.225800,0.245152,-0.232468,-0.717597,-0.552494,-0.299643,0.085551,-0.054253,-0.895189,-0.189725,-0.525638
2020-10-01,0.028044,0.578140,-0.086540,0.639695,-0.074835,0.387431,0.387030,0.311468,-0.889254,-0.462630,-0.412182,-0.156447,-0.066294,-0.799997,-0.348295
2020-11-01,-1.207872,-0.006513,0.055535,-0.445749,-0.851825,-0.145649,-2.359791,-1.220316,-0.899069,-0.916502,0.104567,-1.552081,-0.338238,-0.772408,-0.758198
2020-12-01,-1.413626,-1.311504,1.085019,-0.860259,-2.044431,-1.552313,-1.659271,-1.482044,-1.894649,-2.580786,-1.122544,-2.601363,-2.143557,-2.970969,-1.464267
2021-01-01,-0.073794,-0.105289,0.474088,0.171779,0.394182,-1.068359,0.487060,-0.173382,-1.589959,-1.414854,-1.079768,-0.982379,-1.158235,-0.846605,1.230847
2021-02-01,-0.062447,-0.215639,-0.139210,-0.216460,0.493712,-0.312362,-0.355371,-0.282736,-0.697888,-0.905334,-1.020284,-0.006697,-1.168703,-0.830163,-0.048893
2021-03-01,-0.128227,0.625215,-0.958836,0.763593,-0.142747,0.412653,0.494066,0.466858,-0.893939,-0.941638,-0.953664,0.045540,-1.096639,-1.302648,0.067250
2021-04-01,1.653603,1.619543,-2.431457,1.713189,1.767258,1.611343,1.694393,1.719370,-0.525152,-0.412715,0.123161,1.117566,-0.248416,-0.388578,0.299092
2021-05-01,0.928629,1.584052,-0.961402,1.503702,1.306209,1.645178,1.707316,2.293391,-0.215300,-0.340012,0.160694,0.949132,-0.089871,0.207239,1.500167
2021-06-01,1.691285,1.171905,-0.190750,0.741834,1.432792,1.100327,1.721512,1.568888,1.093800,-0.111120,1.069060,1.373917,1.542890,1.308999,1.161938
2021-07-01,0.521639,-0.016570,0.193412,0.375720,1.050625,0.217507,1.664013,1.042701,1.626058,1.515082,1.296790,1.646176,1.227570,2.228276,1.650540
2021-08-01,0.558044,0.110199,-0.727656,0.481769,0.919071,0.255195,0.545648,0.507224,-0.214177,0.176155,-0.542167,0.902615,-0.264882,0.459594,-0.061956
2021-09-01,0.528799,0.494518,-0.030316,-0.157746,0.397161,-0.324291,0.633772,1.101797,0.350235,0.104881,-0.352376,0.623249,0.000571,-0.864972,1.004155
2021-10-01,0.265564,0.708786,-0.686930,-0.961277,0.294612,0.135227,-0.023888,0.244190,0.316458,-0.760485,-0.333620,-0.610884,-1.544276,-0.601316,0.309175
2021-11-01,0.573936,0.612907,-0.408959,0.536315,0.177875,0.702318,0.479747,0.443830,0.277631,0.253825,-0.003924,-0.094457,-0.348752,0.110280,0.355407
2021-12-01,0.781580,1.169521,-0.312721,0.746794,1.310540,0.046820,1.241178,0.753168,0.531936,0.353602,1.046424,0.469880,0.638861,0.411317,0.717715
2022-01-01,-0.150127,-0.483198,0.323358,-0.255360,0.032606,-0.039083,0.764103,0.744679,0.131924,0.898393,-0.053684,0.796831,0.672789,-0.275433,0.621384
2022-02-01,-0.349260,-0.439089,0.557894,-0.432871,-0.624455,-0.258676,-0.189142,-0.481911,0.000441,-0.162638,-1.212801,-0.758640,-0.575710,-0.227855,-1.660922
2022-03-01,1.306038,0.669957,-0.441757,0.922664,1.370377,0.719941,0.683720,0.426694,-0.226070,-0.276558,-0.361002,-0.209902,-0.641664,-0.108700,-0.598724
2022-04-01,0.583011,0.465874,-0.332702,0.236132,1.730229,0.956167,0.316478,0.892468,-0.206203,-0.293739,-0.468513,0.595068,-0.260008,0.633786,1.103801
2022-05-01,0.472656,-0.293870,0.194553,0.219108,-0.189629,-0.352495,0.736044,0.202934,0.319767,-0.193188,-0.393716,-0.151984,0.021019,-0.372537,0.103581
2022-06-01,-0.781723,-0.660559,0.534990,-0.070519,-0.445491,-0.746291,-0.340541,-0.128035,0.140948,0.311949,-0.308568,-0.643501,-0.017966,-0.421847,-0.133334
2022-07-01,-0.137458,-0.375883,0.719898,-1.141496,-0.465692,0.060349,-0.732055,-0.103066,1.210506,1.339334,0.755625,0.491003,1.209936,0.749912,-0.563773
2022-08-01,-0.590098,-0.467274,0.213782,-0.640762,0.018808,-1.367900,0.953270,0.675588,0.208644,0.626889,0.235836,0.851997,0.640113,-0.182287,0.817636
2022-09-01,-0.517986,-0.539269,0.317892,0.113176,-0.017583,-0.579000,-1.146875,-0.785612,1.096837,0.997162,1.374038,0.764619,1.255102,0.876352,-0.994271
2022-10-01,-0.248405,0.013994,0.419926,-0.152925,-0.252751,-0.404038,-0.336371,-0.172281,1.120506,1.234185,0.864081,1.422914,1.146532,1.837416,0.648582
2022-11-01,0.535728,0.088743,-0.994946,-0.174753,0.060608,1.159615,0.892041,1.000125,0.069636,0.474259,1.241706,1.240391,0.761488,1.247340,1.585126
2022-12-01,1.571569,1.605438,-1.448880,2.481957,0.770716,1.799827,0.738583,1.197907,0.409289,0.669080,1.196107,2.565893,1.058790,0.311850,0.250829
2023-01-01,2.072032,1.472391,-2.088610,2.359181,1.732911,2.671815,0.929671,0.761903,1.656303,2.268062,2.248393,2.082092,1.663120,1.607191,0.181961
2023-02-01,0.752427,2.047732,-1.366256,1.534424,1.350931,1.130265,-0.381064,-0.635230,1.946121,0.555148,0.923991,0.870855,1.714139,0.832858,-1.111868
2023-03-01,0.918409,0.781081,-0.523070,0.840584,1.368950,1.435783,-1.126638,-0.054362,0.228066,0.319790,-0.313325,-0.129084,-0.035088,0.288621,-0.576454
2023-04-01,-0.009799,0.577466,-0.123759,0.491477,0.919789,0.729642,0.562863,0.397147,-0.059410,0.019006,0.801957,0.624769,0.369743,0.259706,0.183592
2023-05-01,0.304003,-0.264480,-0.241526,0.122458,-0.076212,0.099719,0.628419,-0.002017,1.057781,0.473207,0.777238,0.992408,0.239198,0.942594,0.209776
2023-06-01,-0.179353,0.037877,0.437677,0.269785,-0.571283,0.075820,-0.644592,-1.039890,1.502972,1.986736,1.089167,0.840214,1.126891,0.558100,-1.270883
2023-07-01,-0.111135,-0.488512,0.707693,-0.066700,0.008711,0.630234,-0.500770,-0.331763,1.119523,1.461579,1.250327,0.953621,1.050734,1.141679,0.157078
2023-08-01,-0.027019,0.065943,-0.259357,0.089132,0.242777,1.775197,-0.215298,-0.664961,2.445889,2.559612,3.014623,1.643123,1.691396,2.516501,-0.489061
2023-09-01,-0.331810,-0.433901,0.362275,-0.066730,-0.419476,-0.048595,-0.639768,-0.541399,1.479606,1.548422,1.710500,1.038595,1.547261,0.443287,-0.348428
2023-10-01,-0.139642,-0.290897,0.562323,-0.821241,-0.367033,0.242137,0.772032,0.124026,2.362398,1.952894,1.612511,1.460102,2.007240,1.998458,1.804061
2023-11-01,-0.905097,-0.620098,0.792495,-1.164986,-0.558054,-0.420072,1.403573,0.071520,0.541591,1.070502,-0.141409,0.632329,0.773909,1.325070,1.058751
2023-12-01,-1.013281,-1.087062,0.958553,-1.501231,-0.629132,-1.184202,-0.021919,-0.401969,1.394375,1.833922,0.315514,-0.117096,0.877886,1.116976,0.673980
